StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package
23191,Male,Ahmedabad,Tier2,IT,Networking,No,No,7.76,7.27,7.3,7.14,7.3,7.42,7.9,7.84,7.47,90.8,0,1,2,2,0,,2.4,55.2,45.4,1,Mid,1,0,8.61
23192,Male,Pune,Tier1,Mechanical,Embedded,Yes,Yes,9.8,10,9.81,9.58,9.74,10,9.63,10,9.8,78.2,2,4,,3,1,72.9,3.7,64.3,67.5,0,High,1,0,18.47
23193,Female,Mumbai,Tier2,Mechanical,DataScience,Yes,No,10,9.32,9.89,9.49,10,10,10,10,10,91.6,1,3,4,3,2,84,4.1,72.4,68,0,High,1,0,18.79
23194,Female,Ahmedabad,Tier1,CS,Networking,Yes,No,9.79,9.9,9.88,9.36,10,9.53,10,10,9.77,80,2,2,2,3,2,70.9,,64.9,71.6,1,High,1,0,18.98
23195,Female,Hyderabad,Tier2,IT,Networking,Yes,No,6.65,6.64,6.25,6.58,6.86,6.31,7.03,6.65,6.66,91.1,1,1,2,2,0,75.9,2.1,56.7,51.1,1,Mid,1,0,8.96
23196,Male,Kolkata,Tier2,CS,DataScience,Yes,No,9.21,9.48,9.46,9.58,8.96,9.58,9.06,9.55,9.38,80.9,2,4,2,3,2,85.6,3.4,94.2,86.8,1,High,1,0,25.51
23197,Female,Bangalore,Tier1,ECE,AI,No,Yes,7.23,7.96,7.3,7.66,7.17,7.54,7.48,6.99,7.32,69.9,1,2,1,2,0,63.8,3,59.7,34.8,0,Mid,1,0,8.69
23198,Female,Delhi,Tier2,Civil,Networking,No,No,9.65,8.68,9.04,9.12,9.46,9.44,9.14,8.42,8.86,59,1,2,2,1,0,63.6,,71.5,57.6,0,High,1,0,18.51
23199,Male,Kolkata,Tier1,ECE,Embedded,No,Yes,6.67,6.33,6.1,6.07,6.72,6.38,6.1,6.56,9.78,78.2,3,5,2,1,1,98.1,3.2,96.3,46.7,1,Low,1,1,4.46
23200,Male,Hyderabad,Tier2,Civil,Networking,Yes,No,10,10,10,10,10,10,10,10,9.99,100,1,2,3,3,2,69,5,82.4,78.3,0,High,1,0,18.41
23201,Male,Delhi,Tier2,ECE,Networking,No,Yes,7.43,8.18,7.73,7.92,7.14,7.42,7.22,7.45,7.5,81.2,1,1,,1,0,70.8,2.7,59,63.3,0,Mid,0,0,0
23202,Male,Pune,Tier1,ECE,Networking,Yes,No,6.12,6.21,6.4,5.92,6.66,6.61,6.71,6.46,6.19,70.6,1,2,,2,0,66,3.6,72.5,47.1,1,Low,1,0,4.91
23203,Male,Pune,Tier3,Mechanical,DataScience,Yes,No,6.74,7.18,6.41,6.66,6.22,7.21,6.94,6.4,6.79,58.8,0,1,1,0,0,42.3,1.6,30.7,32.3,1,Mid,0,0,0
23204,Male,Delhi,Tier2,EE,Embedded,No,No,6.56,6.88,7.38,6.72,7.01,7.42,6.67,7.1,7.03,65,3,3,3,4,2,,4.2,,79.6,1,Mid,1,0,9.85
23205,Male,Ahmedabad,Tier2,ECE,Networking,No,No,6.92,7.3,7.03,6.89,6.96,7.43,6.71,7.17,7.05,82.9,1,3,2,2,0,88.1,3.1,58.2,61.5,1,Mid,1,0,8.41
23206,Male,Jaipur,Tier1,CS,AI,Yes,Yes,8,7.28,7.32,7.63,7.76,8.05,7.34,7.65,7.73,86.3,0,2,2,2,1,70,2.4,50,49.9,1,Mid,1,0,12.16
23207,Male,Hyderabad,Tier1,IT,AI,Yes,No,10,9.38,10,9.97,10,9.97,10,10,9.99,77.4,2,3,2,3,2,80.5,4.1,91.3,82,0,High,1,0,18.4
23208,Male,Delhi,Tier3,CS,Networking,Yes,No,5.33,5.81,5.98,5.58,5.87,5.86,5.81,5.64,5.77,66.4,0,1,1,1,0,49,1.7,30.9,25.3,0,Low,0,0,0
23209,Male,Hyderabad,Tier2,CS,Networking,Yes,No,7.37,7.2,7.56,7.3,7.58,7.51,7.56,7.33,7.41,73.4,1,1,2,2,0,55,1.8,,47.6,0,Mid,0,0,0
23210,Male,Ahmedabad,Tier2,CS,DataScience,No,No,7.14,7.6,7.64,7.72,7.53,7.7,7.65,7.78,7.73,76.5,1,2,2,2,1,73.5,2.7,57,,0,Mid,1,0,8.55
23211,Female,Delhi,Tier2,ECE,Embedded,Yes,No,10,9.66,10,9.72,10,9.91,10,10,10,83.3,0,3,3,4,1,88.3,5,70.9,79.3,0,High,1,0,18.41
23212,Male,Hyderabad,Tier1,IT,DataScience,No,Yes,8.22,8.33,8.4,8.4,8.56,8.19,8.2,8.68,9.79,91.8,3,5,4,4,1,98.1,4.5,97.8,66,1,High,1,1,25.89
23213,Female,Mumbai,Tier2,IT,DataScience,No,No,8.72,8.03,8.04,8.13,8.44,8.16,8.01,8.29,8.21,64.3,1,2,,2,0,72.6,3.3,54.3,57.3,0,High,1,0,18.55
23214,Female,Pune,Tier2,ECE,Embedded,No,No,10,10,10,9.5,9.54,10,9.97,9.96,9.75,86.3,3,4,2,2,1,94.4,3.4,79.7,73,0,High,1,0,18.98
23215,Male,Bangalore,Tier2,ECE,Embedded,Yes,Yes,7.48,8.03,7.63,7.43,7.8,7.62,7.91,7.18,4.46,53.69415682,0,2,2,1,0,32.9,2.9,9.8,48.2,0,Mid,1,1,8.76
23216,Male,Kolkata,Tier2,ECE,Embedded,Yes,No,7.64,8.19,7.89,8.18,8.12,8.1,8.16,7.87,7.85,73.8,1,1,2,2,1,65.2,4.1,57.4,44.6,1,Mid,1,0,12.15
23217,Male,Hyderabad,Tier2,CS,Networking,Yes,No,7.27,7.45,7.24,6.97,7.14,7.37,7.2,7.37,7.19,59.3,0,2,,2,1,68.8,4,61,52,0,Mid,1,0,8.58
23218,Male,Ahmedabad,Tier2,IT,Networking,Yes,No,6.27,5.85,5.69,6.03,7.35,6.22,6.26,6.24,6.25,82.9,1,2,1,3,0,71.2,2.4,38.7,59.1,0,Low,0,0,0
23219,Male,Hyderabad,Tier1,CS,AI,Yes,No,7.87,8.03,8.43,8.32,7.91,7.94,8.06,8.72,8.14,89.9,2,4,3,4,1,75.6,3.5,88.4,83.5,1,High,1,0,22.33
23220,Female,Bangalore,Tier2,CS,AI,No,No,7.86,7.92,8.13,7.74,7.86,8.45,7.55,8.02,7.87,85.7,1,1,2,2,0,72.3,2.5,59.8,56.2,0,Mid,1,0,8.85
23221,Male,Mumbai,Tier1,Mechanical,Embedded,No,No,6.35,6.48,6.76,6.62,6.17,6.43,7.11,6.66,6.5,84.6,0,1,3,2,0,73.3,3.9,44,63.1,0,Low,1,0,4.23
23222,Female,Mumbai,Tier1,Mechanical,Embedded,Yes,No,9.13,9.06,9.33,9.65,9.01,9.45,9.69,9.29,9.34,98.3,2,3,1,2,1,84.8,3.9,87.9,69.8,1,High,1,0,25.47
23223,Male,Hyderabad,Tier1,CS,AI,Yes,No,9.09,9.65,9.78,9.79,9.13,9.4,9.45,9.74,9.5,85.9,1,2,4,4,1,75.6,3.6,62.1,65.9,1,High,1,0,25.65
23224,Female,Kolkata,Tier2,Mechanical,Embedded,Yes,No,9.42,9.67,8.96,9.71,10,9.9,10,9.89,9.78,95,1,3,4,4,2,90.1,4.5,79.6,56.9,1,High,1,0,25.33
23225,Male,Chennai,Tier2,EE,Embedded,Yes,No,7.5,8.05,8.39,7.94,7.78,8.08,8.02,8.08,9.72,99.2,3,5,3,4,1,98.8,3.1,95.1,57.2,1,Mid,1,1,8.53
23226,Female,Kochi,Tier3,CS,Embedded,No,No,5.25,4.59,4.73,4.83,4.78,4.34,4.28,4.26,4.67,60.7,0,1,0,0,0,42.5,,33.6,32.5,0,Low,0,0,0
23227,Male,Chennai,Tier3,CS,AI,Yes,Yes,7.54,8.38,8.34,7.62,7.74,7.75,8.08,7.91,7.97,78.7,1,1,2,2,1,77.5,2.9,50.1,38.7,1,Mid,0,0,0
23228,Female,Hyderabad,Tier2,CS,AI,Yes,No,9.82,10,9.24,9.41,10,9.27,9.55,9.39,9.77,97.2,1,4,,3,1,89.5,5,60.3,82.7,1,High,1,0,25.37
23229,Male,Mumbai,Tier2,ECE,Networking,No,No,7.8,8.04,7.97,7.25,8.2,8.08,8.32,8.67,8.11,85.6,2,5,3,3,2,77.3,4.3,64.7,,1,High,1,0,18.07
23230,Male,Pune,Tier1,CS,AI,Yes,No,9.5,9.81,9.29,9.67,9.6,9.55,9.15,10,9.44,100,2,3,3,4,1,100,2.9,74.6,80.6,1,High,1,0,18.54
23231,Male,Kolkata,Tier1,Civil,AI,Yes,No,5.56,5.48,5.56,5.52,5.54,5.71,5.9,5.99,5.75,87.8,1,1,,2,0,71.1,2.9,61,58,1,Low,0,0,0
23232,Female,Hyderabad,Tier1,CS,Embedded,Yes,No,8.28,8.5,8.47,8.64,8.61,8.39,9.16,8.76,8.61,100,1,3,4,3,1,94.4,4,88,78.9,0,High,1,0,18.68
23233,Female,Mumbai,Tier2,EE,Embedded,Yes,No,6.54,6.43,6.72,7.02,6.79,6.96,7.22,6.54,6.97,65.5,1,2,2,2,0,64.5,2.9,53.6,49.3,1,Mid,1,0,8.39
23234,Male,Delhi,Tier2,Civil,Embedded,No,No,5.92,6.62,5.67,6.03,6.1,6.11,6.7,6.33,6.21,81.2,1,2,1,1,0,61.2,2.5,57.5,45.5,1,Low,1,0,4.5
23235,Male,Kolkata,Tier3,CS,Networking,No,Yes,7.82,7.64,7.1,7,6.88,7.82,7.42,7.07,7.32,62.9,0,1,0,1,0,46.6,2.8,28.5,26.9,1,Mid,0,0,0
23236,Male,Kolkata,Tier1,Mechanical,DataScience,No,No,5.98,6.67,5.86,6.47,5.9,6,5.84,6.42,6.09,77.4,3,3,2,4,1,76.9,4.2,84.2,,0,Low,1,0,4.27
23237,Male,Kochi,Tier2,ECE,Embedded,Yes,No,7.64,7.53,7.41,7.87,7.52,7.97,7.79,7.25,7.76,66.7,2,2,1,2,0,,2.1,53.7,38.4,1,Mid,1,0,9.3
23238,Male,Bangalore,Tier2,Mechanical,Networking,Yes,No,6.57,6.49,6.16,5.96,6.69,6.33,6.39,6.14,6.34,82.5,0,1,0,2,1,67.4,2.7,55.2,57.4,1,Low,0,0,0
23239,Male,Delhi,Tier2,Civil,AI,Yes,No,7.14,7.03,6.95,6.61,6.68,6.48,6.99,7.37,6.71,78.9,2,2,2,2,0,73.7,2.8,59.2,,0,Mid,1,0,10.03
23240,Female,Chennai,Tier1,ECE,Networking,Yes,No,7,6.69,6.69,7.46,7.21,6.65,6.22,7.25,6.92,79.1,1,2,2,2,0,66.1,2.8,69.9,54.2,1,Mid,1,0,12.61
23241,Male,Kolkata,Tier2,CS,AI,Yes,Yes,7.82,8.13,8.31,8.5,8.66,8.65,8.39,8.07,8.2,83.4,0,2,1,2,1,75.1,2.9,44.5,60.7,0,High,1,0,18.16
23242,Male,Kochi,Tier2,EE,DataScience,No,No,7.04,7.38,7.92,7.75,7.74,7.25,7.48,7.48,7.72,62.6,1,2,1,2,0,67.8,2,43.5,51,1,Mid,0,0,0
23243,Female,Hyderabad,Tier2,Mechanical,Embedded,No,No,6.79,6.76,7.5,6.94,7.23,7.31,7.37,7.22,7.25,72.8,1,3,2,2,0,80.2,2.5,55.8,54.5,1,Mid,1,0,8.1
23244,Male,Chennai,Tier3,ECE,Embedded,Yes,No,6.49,7.18,6.21,6.77,6.94,6.55,6.71,6.25,6.54,55.2,1,1,0,0,0,53.4,2,26.9,32.5,0,Mid,1,0,8.07
23245,Male,Jaipur,Tier2,Mechanical,AI,No,No,7.17,6.86,7.04,7.29,7.32,6.84,7.2,6.58,6.99,67.1,0,1,2,1,0,,2.9,48.9,57.4,1,Mid,0,0,0
23246,Male,Jaipur,Tier3,CS,Networking,No,No,5.17,4.23,4,4.1,4.56,4.16,4,4,4.21,64.8,0,1,0,0,0,52.7,1.7,34.1,36.4,1,Low,0,0,0
23247,Male,Pune,Tier1,Mechanical,Networking,Yes,No,8.05,7.54,7.56,7.86,7.63,7.89,7.62,7.89,7.74,84.9,2,3,4,3,2,95.6,5,76.4,79,1,Mid,1,0,8.66
23248,Male,Pune,Tier2,Mechanical,AI,No,Yes,6.56,6.1,6.88,6.12,5.73,6.66,6.27,6.4,6.31,75.6,1,2,2,3,0,,2.7,39.9,53.4,1,Low,0,0,0
23249,Female,Kochi,Tier3,CS,Networking,No,No,4.65,4.84,4.54,5.08,5.14,5.1,4.76,4.37,4.86,53.1,0,1,0,0,0,46.3,1.6,29.9,,1,Low,0,0,0
23250,Female,Chennai,Tier2,CS,DataScience,No,No,9.87,9.75,9.46,9.39,10,10,9.83,10,9.91,80.6,2,3,3,3,2,76.2,4.8,84.2,,1,High,1,0,18.17
23251,Male,Hyderabad,Tier2,EE,AI,Yes,No,4.3,4.03,4.13,4.53,4.22,4.3,4,4,4.25,60.2,1,1,0,0,0,38.4,2.2,27.5,,0,Low,0,0,0
23252,Male,Hyderabad,Tier2,Civil,Embedded,Yes,No,7.64,8.78,8.43,8.58,8.25,8.58,8.26,8.8,8.43,81,3,2,3,3,1,89.8,4.4,,100,1,High,1,0,18.63
23253,Male,Chennai,Tier3,ECE,AI,Yes,No,5.03,4.3,4.67,4,4.4,4.19,4.18,4,4.19,64.1,0,1,0,1,0,54.7,2.2,28.1,34.7,1,Low,0,0,0
23254,Male,Mumbai,Tier3,IT,AI,Yes,Yes,5.85,5.87,5.42,5.74,5.84,6.22,6.51,6.48,6.01,71.5,1,2,1,2,1,74.4,2.1,55.3,,0,Low,0,0,0
23255,Female,Mumbai,Tier1,EE,Networking,Yes,No,10,10,10,9.9,10,10,10,10,10,88.3,2,2,3,3,1,70.7,4.3,78.2,,1,High,1,0,18.78
23256,Female,Mumbai,Tier3,ECE,DataScience,Yes,No,6.98,7.1,7.17,6.77,6.58,6.89,5.75,6.56,6.71,59,1,1,1,1,0,49.8,2,23.9,29.4,0,Mid,0,0,0
23257,Male,Hyderabad,Tier1,CS,DataScience,Yes,No,6.71,7.08,6.57,6.93,6.93,7.29,6.33,7.31,6.9,80.3,1,3,,5,1,80.1,4.2,96.1,73.6,0,Mid,1,0,8.88
23258,Male,Delhi,Tier1,Civil,DataScience,No,No,8.95,9.5,9.55,9.74,9.65,9.21,9.4,9.77,9.58,79.2,1,3,3,3,2,88.9,2.6,88.5,62.8,1,High,1,0,18.83
23259,Male,Chennai,Tier1,CS,AI,No,No,8.48,8.58,8.2,8.88,8.87,8.72,7.82,9.25,8.58,75.8,2,3,4,2,2,73.9,,100,72.7,1,High,1,0,18.94
23260,Female,Chennai,Tier2,ECE,Networking,No,No,7.69,7.47,7,7.25,7.19,7.25,7.75,7.51,7.43,82.6,1,3,,2,0,57.3,2.3,52.6,37.4,0,Mid,1,0,12.64
23261,Male,Kochi,Tier3,ECE,Embedded,Yes,No,5.68,5.44,5.81,5.06,5.33,5.63,4.71,5.49,5.22,71.7,0,1,,1,0,43.3,1.8,32,35,1,Low,0,0,0
23262,Male,Hyderabad,Tier2,Civil,AI,No,No,8.43,8.16,8.73,8.06,8.3,8.85,8.63,8.69,8.47,79.9,2,4,2,3,1,91.6,4,,77.9,1,High,1,0,18.98
23263,Male,Pune,Tier3,Civil,AI,Yes,No,5.4,5.99,5.32,5.78,6.1,5.81,5.23,5.82,5.72,70.4,1,2,1,2,1,67.9,2.4,53.8,,1,Low,1,0,4.28
23264,Male,Bangalore,Tier1,CS,Embedded,Yes,No,6.77,7.13,7.32,7.5,7.49,7.14,7.1,7.49,7.12,100,1,3,2,3,1,71.9,4.8,83.2,75.6,1,Mid,1,0,8.68
23265,Male,Hyderabad,Tier3,ECE,Embedded,Yes,Yes,6.88,6.82,6.93,7.5,6.33,7.36,6.51,6.87,6.79,70.9,1,1,1,1,1,73.9,2.6,60.6,47.8,1,Mid,1,0,8.39
23266,Female,Pune,Tier1,Civil,Embedded,No,No,8.86,8.98,9.15,8.96,9.48,8.81,9.12,8.84,9.05,87.7,1,3,4,2,2,74,5,77.8,65.7,1,High,1,0,25.09
23267,Male,Hyderabad,Tier2,Mechanical,Networking,Yes,No,7,6.82,7.04,7.23,7.51,7.19,7.59,7.61,7.44,77.3,2,4,4,4,1,80.6,4.3,72,80.6,0,Mid,1,0,8.68
23268,Female,Hyderabad,Tier1,EE,Networking,Yes,Yes,7.46,7.34,8.14,7.25,7.83,7.76,7.98,7.43,7.64,100,2,3,2,3,1,92.7,4.7,80.6,92.3,0,Mid,1,0,8.36
23269,Male,Jaipur,Tier1,Mechanical,DataScience,No,No,6.69,7.26,7.49,6.92,7.28,6.87,7.05,7.19,7.06,61.7,1,2,1,2,0,71.3,3.7,56.5,37.9,1,Mid,1,0,8.52
23270,Female,Mumbai,Tier3,ECE,Embedded,No,No,4.97,5.25,4.25,4.55,4.5,4.92,4.5,4.64,4.7,69.3,0,1,0,0,0,47.2,2.6,27.3,24.9,0,Low,0,0,0
23271,Female,Chennai,Tier1,IT,DataScience,Yes,Yes,5.27,5.41,5.57,5.07,5.63,5,4.81,5.76,5.28,60.5,1,2,2,2,1,,3,57,71.2,1,Low,0,0,0
23272,Male,Chennai,Tier1,CS,Networking,No,No,7.87,8.02,8.59,8.42,8.78,9.1,8.35,8.88,8.48,91.8,1,4,3,3,1,92.8,5,70.5,53.2,1,High,1,0,22.49
23273,Female,Pune,Tier1,CS,Networking,Yes,No,6.82,7.04,7.18,6.75,6.81,7.15,6.83,6.66,7.1,76.6,1,2,1,2,0,60.5,2.1,48.3,52.3,0,Mid,1,0,8.08
23274,Female,Pune,Tier1,Civil,Embedded,No,No,7.03,7.35,6.4,6.96,7.08,6.76,7.5,6.73,7.01,78.2,1,2,2,1,0,56.3,1.9,47.3,,1,Mid,1,0,8.94
23275,Female,Bangalore,Tier2,CS,Embedded,Yes,No,8.08,8.24,8.16,7.92,8.47,8.22,7.74,8.14,8.12,100,1,3,2,2,1,77.7,4.8,82.1,,0,High,1,0,18.73
23276,Female,Hyderabad,Tier1,Civil,DataScience,No,No,9.98,10,9.7,9.48,9.82,9.81,10,10,9.82,94.4,2,4,2,2,1,,3.6,89.4,74.4,1,High,1,0,25.42
23277,Female,Mumbai,Tier2,IT,DataScience,No,No,5.11,5.01,4.91,5.25,4.93,5.18,5.91,5.87,5.27,88.2,2,3,2,3,2,85.1,3.5,82,83.9,1,Low,1,0,5.51
23278,Male,Bangalore,Tier2,Mechanical,Networking,No,No,9.13,8.87,9.4,9.62,9.05,9.15,9.33,9.3,9.22,78.2,1,3,3,2,1,69.1,3.9,59.2,60.5,1,High,1,0,25.9
23279,Male,Mumbai,Tier2,CS,DataScience,No,No,7.14,7.5,6.78,6.84,7.09,7.37,7.41,7.28,7.2,90.1,1,1,1,2,0,75.3,2.9,58.6,60.8,0,Mid,1,0,8.64
23280,Male,Mumbai,Tier2,Civil,DataScience,Yes,No,7.77,8.29,7.35,8.26,7.89,7.79,7.98,8.02,7.96,78.4,1,2,3,1,1,71.2,3.7,59.7,,0,Mid,1,0,8.66
23281,Female,Mumbai,Tier1,Mechanical,DataScience,No,No,8.04,8.43,8.01,8.02,8.38,8.08,8.46,8.88,9.81,96.6,3,5,2,3,2,,3.4,97.9,76.8,1,High,1,1,25.47
23282,Female,Kolkata,Tier2,ECE,Networking,No,No,7.77,8.02,8.13,7.88,7.82,8.24,8.01,8.41,7.86,91.4,2,3,3,2,1,87.2,4.1,71.6,63.7,1,Mid,1,0,8.01
23283,Male,Mumbai,Tier3,ECE,Networking,Yes,Yes,6.15,5.73,6.71,6.68,5.82,6.54,5.74,5.65,6.19,55.9,0,1,0,1,0,,,26.6,35.3,0,Low,0,0,0
23284,Male,Jaipur,Tier1,CS,AI,Yes,No,8.7,9.26,8.4,8.55,8.53,8.21,9.16,8.51,8.61,73.5,1,4,2,4,1,93,3.2,66.2,76.9,0,High,1,0,18.48
23285,Male,Hyderabad,Tier3,ECE,Embedded,No,No,6.53,6.63,6.34,6.6,5.88,6.55,5.65,5.93,6.17,70.4,0,1,0,0,0,46,1.3,30,28.8,0,Low,0,0,0
23286,Female,Bangalore,Tier1,Civil,Networking,No,No,7.71,7.98,7.72,7.22,7.99,6.88,7.69,7.89,7.61,72,1,2,1,1,1,72.3,2.3,55.5,44.9,0,Mid,1,0,10.08
23287,Male,Mumbai,Tier2,EE,Embedded,Yes,Yes,8.09,7.85,8.08,7.91,7.86,8.15,8.01,8.86,8.06,96.1,3,3,3,3,1,83.2,4.6,80.6,73.1,1,High,1,0,22.8
23288,Male,Hyderabad,Tier3,ECE,Embedded,Yes,No,6.97,7.22,7.14,7.33,6.99,7.16,6.94,7,7.19,82.4,0,2,2,1,1,80.2,2.6,,,0,Mid,1,0,12.12
23289,Male,Kolkata,Tier3,EE,Networking,No,No,6.87,6.81,6.72,7.05,6.57,6.46,6.23,6.48,6.75,56.1,0,1,0,0,0,42.1,1.4,26.6,34.3,0,Mid,0,0,0
23290,Male,Delhi,Tier2,CS,Networking,No,No,7.91,7.75,7.16,7.9,8.21,7.94,7.88,7.43,7.82,86,1,2,2,2,1,62.6,3.3,35.5,48,0,Mid,1,0,8.03
23291,Female,Pune,Tier3,Civil,Embedded,No,Yes,6.25,5.62,6.25,5.83,5.55,5.74,6.2,5.64,5.93,64.9,0,1,1,0,0,41,,24.2,28.8,0,Low,0,0,0
23292,Male,Mumbai,Tier2,CS,AI,Yes,No,9.88,9.42,9.4,10,10,9.93,10,10,9.66,93.6,2,3,3,3,1,100,4.9,81.9,75.5,1,High,1,0,25.2
23293,Male,Mumbai,Tier1,Civil,Networking,No,No,4.91,5.21,5.55,5.18,5.78,5.71,5.29,5.61,5.42,75.7,1,1,2,1,1,62.1,3.2,61.7,60.6,1,Low,1,0,6.37
23294,Male,Mumbai,Tier3,CS,AI,Yes,Yes,6.55,6.36,5.87,5.87,6,6.29,5.89,5.8,6.13,61.2,0,1,0,0,0,48.3,1,22.6,32.6,1,Low,0,0,0
23295,Male,Kolkata,Tier3,CS,DataScience,No,No,4.6,4.77,4.91,4.33,4.39,4.6,4.57,4.34,4.61,62.1,0,1,1,0,0,45,1.6,33.3,,0,Low,0,0,0
23296,Male,Jaipur,Tier3,Mechanical,Embedded,No,No,6.97,7.2,7.13,6.93,7.36,7.24,7.33,6.62,7.06,80,1,2,2,2,1,70.9,2.9,47.3,49.6,0,Mid,1,0,8.64
23297,Female,Pune,Tier3,CS,Networking,Yes,No,7.46,7.28,6.83,7.68,7.15,7.57,6.83,7.78,7.16,70.1,1,1,2,1,0,76.6,3.7,60.3,60.1,1,Mid,1,0,12.38
23298,Male,Mumbai,Tier1,Mechanical,Networking,Yes,No,8.11,7.83,8.26,8.45,8.02,8.84,8.89,8.3,8.31,88.9,2,4,4,3,1,,3.4,90.2,76.3,0,High,1,0,18.48
23299,Female,Bangalore,Tier1,IT,Embedded,No,No,8.28,8.54,8.37,9.04,8.83,9.36,8.64,9.24,8.84,84.6,2,3,4,3,2,97.5,4.1,68.8,66.6,1,High,1,0,22.33
23300,Male,Pune,Tier1,Civil,Embedded,Yes,No,9.66,9.74,9.71,9.73,8.94,9.23,10,10,9.51,93,3,2,,4,2,88.3,4.4,76.5,79.5,1,High,1,0,25.93
23301,Female,Ahmedabad,Tier1,EE,Embedded,No,No,8.51,8.65,8.82,8.51,8.88,8.8,8.84,9.27,8.86,82.4,1,3,3,3,2,83.4,4.7,86.8,59.2,1,High,1,0,22.5
23302,Female,Hyderabad,Tier2,ECE,Embedded,No,No,6.78,6.81,6.76,6.91,7.31,6.61,6.62,7.33,6.72,85.7,1,3,,3,1,67.3,4,78.7,53.6,1,Mid,1,0,12.49
23303,Male,Delhi,Tier1,CS,DataScience,Yes,No,7.82,7.74,7.39,8.34,8.55,7.73,8.26,8.26,8.06,80.2,3,4,3,4,2,84.3,4.6,,82.7,0,High,1,0,18.12
23304,Male,Hyderabad,Tier3,CS,AI,Yes,No,5.86,5.69,4.83,5.39,4.86,5.7,5.48,5.64,5.36,59.5,0,0,0,1,0,,2,28.4,29.5,0,Low,0,0,0
23305,Male,Chennai,Tier2,Mechanical,DataScience,Yes,No,6.4,6.14,5.95,5.87,6.67,5.98,6.19,5.91,6.14,79.5,1,2,2,2,1,67.4,,43.5,54.8,1,Low,1,0,5.24
23306,Male,Delhi,Tier2,CS,Networking,No,No,7.49,6.22,6.78,6.52,7,7,7.03,6.65,6.75,71.9,1,2,2,2,1,63.5,2.5,65.3,53.6,1,Mid,1,0,8.92
23307,Female,Ahmedabad,Tier2,ECE,Embedded,Yes,No,5.76,5.27,5.46,5.14,5.17,5.15,5.22,4.66,5.18,50,0,1,0,0,0,41.3,1.9,33.1,30.3,0,Low,0,0,0
23308,Female,Kolkata,Tier1,Mechanical,AI,Yes,No,8.49,8.06,7.96,8.08,8.33,8.47,8.51,8.65,8.39,80.9,1,3,2,5,0,62.8,4.3,91.5,87.9,1,High,1,0,22.83
23309,Male,Pune,Tier2,CS,Embedded,Yes,No,6.65,7.3,7.28,7.38,7.58,7.05,7.33,7.06,7.14,65,1,2,2,1,1,72,4.9,51.4,59.7,1,Mid,1,0,12.08
23310,Female,Kolkata,Tier2,CS,DataScience,Yes,No,6.86,6.93,6.6,6.74,7.03,7.33,6.86,7.02,7.02,76,1,2,2,2,1,76.1,3.6,55.8,,0,Mid,0,0,0
23311,Female,Delhi,Tier1,Civil,Networking,Yes,No,6.44,6.54,6.54,6.9,7.11,6.61,6.37,7.11,6.88,89.5,2,4,3,3,1,,5,57.7,73.5,0,Mid,1,0,9.7
23312,Male,Kolkata,Tier2,CS,Embedded,Yes,No,5.37,5.77,6,6.07,6.18,6.18,6.54,5.93,6.14,79.6,1,2,1,2,1,65.6,2.8,48.3,41.9,1,Low,0,0,0
23313,Female,Pune,Tier2,EE,Embedded,No,No,8.09,7.56,8.13,7.71,7.94,8.32,8.46,7.58,7.96,94.7,1,4,3,2,1,81.6,,84.6,65.4,1,Mid,1,0,10.31
23314,Female,Pune,Tier2,CS,Embedded,Yes,No,8.34,8.39,8.35,8.63,8.72,7.9,8.9,8.73,8.5,99.4,1,4,2,4,1,91.7,4.2,76.4,73,1,High,1,0,22.67
23315,Female,Kolkata,Tier1,CS,AI,Yes,No,9.79,9.79,9.62,9.74,10,10,10,9.77,9.91,93.7,1,4,4,4,2,94.5,4.7,88,75.3,0,High,1,0,18.89
23316,Male,Chennai,Tier3,Civil,Networking,Yes,Yes,4,4,4.1,4,4,4,4,4,4,55.4,1,0,1,1,0,51.7,1.6,28.2,27.8,0,Low,0,0,0
23317,Female,Jaipur,Tier3,Civil,Embedded,Yes,Yes,6.23,5.98,6.45,6.65,6.55,6,6.11,6.7,6.37,76.7,1,2,1,2,1,69.3,3.1,57.5,44.6,1,Low,0,0,0
23318,Male,Mumbai,Tier2,ECE,Embedded,Yes,No,6.77,6.32,6.67,6.53,6.33,6.77,6.51,6.74,6.68,72.1,1,2,1,1,0,73.9,2.4,62.5,44.2,1,Mid,1,0,8.01
23319,Female,Pune,Tier2,IT,Networking,Yes,Yes,7.85,6.99,7.56,7.43,7.46,7.55,7.43,8.12,7.4,69.7,1,2,2,1,0,72.3,4.8,54.1,48.7,0,Mid,1,0,8.04
23320,Female,Kochi,Tier1,Mechanical,AI,No,No,8.67,9.1,8.86,9.21,8.93,9.23,9.23,9.41,9.12,97.5,2,3,3,2,1,87.8,3.4,72.4,76.3,1,High,1,0,25
